Date,Open,High,Low,Close,Volume,ADV20,Return,Ticker,Index_Name,GICS_Sector,Event_Type,strategy_1_n_y,strategy_1_y,strategy_1_md_y,Volatility
2022-10-28,55.20000076,56.99000168,55.11000061,56.68000031,13153300,2630930.0,0.096537083,ACGL,S&P 500,Financials,Corporate Action,1.0,0.0,0.0268115856815795,0.0330269932921171
2024-09-25,31.0,31.0,28.0,28.0,15100,13150.0,-0.0511691025811643,AMTM,S&P 500,Industrials,Corporate Action,1.0,0.0,-0.0967741935483871,0.0188397219310849
2023-05-02,216.5800018310547,220.5800018310547,214.009994506836,220.22000122070312,1187700,675545.0,0.0195370426884404,AXON,S&P 500,Industrials,Corporate Action,1.0,0.0,0.0168067197288503,0.0143257091101221
2023-03-14,96.7563744535386,102.76942272510723,96.01674555217684,100.492919921875,39934100,2900550.0,0.1447642005149949,BG,S&P 500,Consumer Staples,Corporate Action,1.0,0.0,0.038618080611636,0.0357855450543834
2022-03-30,154.04705676573644,154.95971191647513,151.5828906439445,154.79544067382812,1673500,987340.0,-0.0045776182608622,CPT,S&P 500,Real Estate,Corporate Action,1.0,0.0,0.0048581512935348,0.0127510900211982
2022-09-26,39.46886935435982,40.01033484201115,37.854147648213406,38.07653427124024,8878300,7895445.0,-0.0455646954552628,EQT,S&P 500,Energy,Corporate Action,1.0,0.0,-0.035276791706874,0.0379870495006111
2022-12-13,152.88999938964844,158.99000549316406,150.85000610351562,157.0800018310547,3214100,2474235.0,0.0452488894529763,FSLR,S&P 500,Information Technology,Corporate Action,1.0,0.0,0.0274053401670033,0.0293891769344456
2023-06-29,34.54999923706055,35.5,34.0099983215332,35.41999816894531,808900,162900.0,0.0338587245838544,FTRE,S&P 500,Health Care,Corporate Action,1.0,0.0,0.0251808668913529,0.0203664988880435
2022-12-29,58.34507323955668,58.62433049229279,57.59705948007518,57.84639739990234,374800,835090.0,0.0086957273689978,GEHC,S&P 500,Health Care*,Corporate Action,1.0,0.0,-0.0085470085470088,0.0235332807697843
2024-04-01,141.00999450683594,144.3300018310547,137.07000732421875,142.02000427246094,1029500,1029500.0,0.0071626821145364,GEV,S&P 500,Industrials,Corporate Action,1.0,0.0,0.0071626821145365,
2023-10-16,294.68869094013473,303.87212522698945,294.3631903175112,299.8969116210937,859208,421161.1,0.0313443171029814,HUBB,S&P 500,Industrials,Corporate Action,1.0,0.0,0.0176736360813283,0.0202126182323898
2023-08-22,22.12137029007395,22.673452613949937,22.007147362673788,22.59730339050293,90558800,50367330.0,0.0366812500661735,KVUE,S&P 500,Consumer Staples,Corporate Action,1.0,0.0,0.0215146301602542,0.0162955346490368
2023-10-16,402.239990234375,419.010009765625,401.8399963378906,416.6400146484375,11454200,1820455.0,0.1031269346693226,LULU,S&P 500,Consumer Discretionary,Corporate Action,1.0,0.0,0.0357995842374398,0.027653733283455
2022-12-13,8.989999771118164,9.25,8.789999961853027,9.239999771118164,57500,68833.33333333333,0.087058796602137,MBC,S&P 500,Industrials,Corporate Action,1.0,0.0,0.0278086770150056,0.1886685856615061
2022-09-26,13.130432198063229,13.220230139938057,12.661487919123363,12.721353530883787,63874900,19674785.0,0.0111022376083502,PCG,S&P 500,Utilities,Corporate Action,1.0,0.0,-0.0311550039639808,0.0195389299565935
2023-07-05,28.8078643511173,35.650818750766334,27.98863915067727,35.41950607299805,12492100,12492100.0,0.2295082218277773,PHIN,S&P 500,Consumer Discretionary,Corporate Action,1.0,0.0,0.2295082218277773,
2023-03-13,299.3500061035156,308.3999938964844,292.29998779296875,303.44000244140625,4429000,741315.0,0.0823227931792838,PODD,S&P 500,Health Care,Corporate Action,1.0,0.0,0.0136629238500041,0.0258152605606435
2024-04-01,69.1500015258789,72.4000015258789,65.0,69.0999984741211,14094900,14094900.0,-0.0007231099154654,SOLV,S&P 500,Health Care*,Corporate Action,1.0,0.0,-0.0007231099154654,
2022-12-20,98.71562004314262,102.32823412627636,98.71562004314262,100.22087097167967,2462800,2009735.0,0.016348116299659,STLD,S&P 500,Materials,Corporate Action,1.0,0.0,0.0152483561150627,0.0230648381683085
2022-10-07,61.45943012186969,62.003487533666586,59.88452842917118,60.86764907836914,3516200,2036080.0,-0.0169570270422795,TRGP,S&P 500,Energy,Corporate Action,1.0,0.0,-0.0096288078546625,0.0357475068510446
2024-05-06,81.90173806716193,83.19529307371852,79.70270062925778,82.8271255493164,8043400,5730080.0,0.0214750964379448,VST,S&P 500,Utilities,Corporate Action,1.0,0.0,0.0112987526759886,0.0314622978903459
